MSG,4,,,345102,,,,,,,,244,195,,,4032,,0,0,0,0
MSG,3,,,3440CD,,,,,,,9575,,,48.61166,2.52599,,,0,0,0,0
MSG,5,,,3944E6,,,,,,,37000,,,,,,,0,0,0,0
MSG,5,,,4CA6A3,,,,,,,30000,,,,,,,0,0,0,0
MSG,6,,,3944E6,,,,,,,,,,,,,1000,0,0,0,0
MSG,5,,,3944E6,,,,,,,37000,,,,,,,,,,
MSG,8,,,3944E6,,,,,,,,,,,,,,,,,
MSG,8,,,3986EC,,,,,,,,,,,,,,,,,
MSG,5,,,345102,,,,,,,5850,,,,,,,,,,
MSG,5,,,484CB4,,,,,,,37000,,,,,,,0,0,0,0
MSG,4,,,4CA73F,,,,,,,,401,181,,,1088,,0,0,0,0
MSG,8,,,3944E6,,,,,,,,,,,,,,,,,
MSG,5,,,4CA6A3,,,,,,,30000,,,,,,,,,,
MSG,8,,,43E9D5,,,,,,,,,,,,,,,,,
MSG,8,,,4CA73F,,,,,,,,,,,,,,,,,
MSG,6,,,484AA1,,,,,,,,,,,,,2107,0,0,0,0
MSG,5,,,3944E6,,,,,,,37000,,,,,,,,,,
MSG,4,,,4CA6A3,,,,,,,,409,48,,,-64,,0,0,0,0
MSG,5,,,4CA6A3,,,,,,,30000,,,,,,,,,,
MSG,5,,,4CA73F,,,,,,,25925,,,,,,,,,,
MSG,5,,,4950D1,,,,,,,41000,,,,,,,,,,
MSG,8,,,3C4869,,,,,,,,,,,,,,,,,
MSG,8,,,484AA1,,,,,,,,,,,,,,,,,
MSG,3,,,4CA73F,,,,,,,25925,,,48.72926,2.02184,,,0,0,0,0
MSG,5,,,4CA73F,,,,,,,25925,,,,,,,,,,
MSG,8,,,3944E6,,,,,,,,,,,,,,,,,
MSG,5,,,484AA1,,,,,,,37000,,,,,,,0,0,0,0
MSG,3,,,4CA6A3,,,,,,,30000,,,48.68967,2.06839,,,0,0,0,0
MSG,5,,,484AA1,,,,,,,37000,,,,,,,0,0,0,0
MSG,8,,,484AA1,,,,,,,,,,,,,,,,,
MSG,8,,,39B16D,,,,,,,,,,,,,,,,,
MSG,5,,,484CB4,,,,,,,37000,,,,,,,,,,
MSG,5,,,484CB4,,,,,,,37000,,,,,,,,,,
MSG,5,,,39B16D,,,,,,,32000,,,,,,,,,,
MSG,8,,,3944E6,,,,,,,,,,,,,,,,,
MSG,8,,,394C17,,,,,,,,,,,,,,,,,
MSG,5,,,4CA6A3,,,,,,,30000,,,,,,,,,,
MSG,8,,,4950D1,,,,,,,,,,,,,,,,,
MSG,5,,,394C17,,,,,,,8050,,,,,,,0,0,0,0
MSG,3,,,345102,,,,,,,5875,,,48.65634,2.19255,,,0,0,0,0
MSG,8,,,3944E6,,,,,,,,,,,,,,,,,
MSG,5,,,43E9D5,,,,,,,45000,,,,,,,,,,
MSG,6,,,394C17,,,,,,,,,,,,,1000,0,0,0,0
MSG,5,,,43E9D5,,,,,,,45000,,,,,,,0,0,0,0
MSG,5,,,4CA6A3,,,,,,,30000,,,,,,,,,,
MSG,8,,,3944E6,,,,,,,,,,,,,,,,,
MSG,5,,,43E9D5,,,,,,,45000,,,,,,,,,,
MSG,8,,,4CA6A3,,,,,,,,,,,,,,,,,
MSG,8,,,3944E6,,,,,,,,,,,,,,,,,
MSG,5,,,3440CD,,,,,,,9575,,,,,,,,,,
MSG,5,,,394C17,,,,,,,8050,,,,,,,,,,
MSG,8,,,4CA6A3,,,,,,,,,,,,,,,,,
MSG,4,,,484CB4,,,,,,,,450,176,,,0,,0,0,0,0
MSG,5,,,394C17,,,,,,,8050,,,,,,,,,,
MSG,8,,,4CA6A3,,,,,,,,,,,,,,,,,
MSG,5,,,394C17,,,,,,,8050,,,,,,,,,,
MSG,5,,,4CA6A3,,,,,,,30000,,,,,,,,,,
MSG,5,,,484CB4,,,,,,,37000,,,,,,,,,,
MSG,1,,,345102,,,,,,VLG1501 ,,,,,,,,0,0,0,0
MSG,3,,,3944E6,,,,,,,37000,,,48.44760,2.47002,,,0,0,0,0
MSG,4,,,3944E6,,,,,,,,422,194,,,64,,0,0,0,0
MSG,6,,,345102,,,,,,,,,,,,,1000,0,0,0,0
MSG,5,,,3C4869,,,,,,,36050,,,,,,,0,0,0,0
MSG,3,,,394C17,,,,,,,8050,,,48.55817,2.19293,,,0,0,0,0
MSG,4,,,394C17,,,,,,,,281,177,,,2624,,0,0,0,0
MSG,5,,,4CA6A3,,,,,,,30000,,,,,,,,,,
MSG,5,,,39B16D,,,,,,,32000,,,,,,,0,0,0,0
MSG,5,,,4CA6A3,,,,,,,30000,,,,,,,,,,
MSG,4,,,4CA73F,,,,,,,,401,181,,,1088,,0,0,0,0
MSG,3,,,0A008A,,,,,,,26250,,,48.29425,2.26072,,,0,0,0,0
MSG,8,,,405F11,,,,,,,,,,,,,,,,,
MSG,4,,,345102,,,,,,,,244,195,,,4032,,0,0,0,0
MSG,8,,,405F11,,,,,,,,,,,,,,,,,
MSG,8,,,406E0B,,,,,,,,,,,,,,,,,
MSG,8,,,405F11,,,,,,,,,,,,,,,,,
MSG,5,,,345102,,,,,,,5875,,,,,,,,,,
MSG,5,,,4CA6A3,,,,,,,30000,,,,,,,0,0,0,0
MSG,8,,,406E0B,,,,,,,,,,,,,,,,,
MSG,8,,,406E0B,,,,,,,,,,,,,,,,,
MSG,5,,,406E0B,,,,,,,39000,,,,,,,0,0,0,0
MSG,8,,,406E0B,,,,,,,,,,,,,,,,,
MSG,4,,,4CA6A3,,,,,,,,409,48,,,-64,,0,0,0,0
MSG,8,,,406E0B,,,,,,,,,,,,,,,,,
MSG,4,,,3440CD,,,,,,,,296,70,,,-1344,,0,0,0,0
MSG,5,,,345102,,,,,,,5875,,,,,,,,,,
MSG,8,,,39B16D,,,,,,,,,,,,,,,,,
MSG,5,,,43E9D5,,,,,,,45000,,,,,,,0,0,0,0
MSG,8,,,39B16D,,,,,,,,,,,,,,,,,
MSG,8,,,3440CD,,,,,,,,,,,,,,,,,
MSG,5,,,4CA73F,,,,,,,25925,,,,,,,0,0,0,0
MSG,8,,,3440CD,,,,,,,,,,,,,,,,,
MSG,8,,,39B16D,,,,,,,,,,,,,,,,,
MSG,3,,,484CB4,,,,,,,37000,,,48.16452,2.34798,,,0,0,0,0
MSG,5,,,4CA73F,,,,,,,25925,,,,,,,,,,
MSG,8,,,484CB4,,,,,,,,,,,,,,,,,
MSG,8,,,484CB4,,,,,,,,,,,,,,,,,
MSG,8,,,484CB4,,,,,,,,,,,,,,,,,
MSG,8,,,3944E6,,,,,,,,,,,,,,,,,
MSG,8,,,3944E6,,,,,,,,,,,,,,,,,
MSG,3,,,4CA6A3,,,,,,,30000,,,48.69017,2.06923,,,0,0,0,0
MSG,5,,,4CA73F,,,,,,,25925,,,,,,,0,0,0,0
MSG,8,,,484CB4,,,,,,,,,,,,,,,,,
MSG,6,,,4CA73F,,,,,,,,,,,,,7623,0,0,0,0
MSG,8,,,394C17,,,,,,,,,,,,,,,,,
MSG,5,,,4CA6A3,,,,,,,30000,,,,,,,0,0,0,0
MSG,8,,,4CA6A3,,,,,,,,,,,,,,,,,
MSG,5,,,4CA73F,,,,,,,25925,,,,,,,,,,
MSG,5,,,3440CD,,,,,,,9550,,,,,,,,,,
MSG,8,,,4CA6A3,,,,,,,,,,,,,,,,,
MSG,8,,,4CA6A3,,,,,,,,,,,,,,,,,
MSG,5,,,3C4869,,,,,,,36050,,,,,,,,,,
MSG,5,,,3C4869,,,,,,,36050,,,,,,,0,0,0,0
MSG,5,,,406E0B,,,,,,,39000,,,,,,,0,0,0,0
MSG,8,,,4CA6A3,,,,,,,,,,,,,,,,,
MSG,5,,,406E0B,,,,,,,39000,,,,,,,0,0,0,0
MSG,5,,,484CB4,,,,,,,37000,,,,,,,0,0,0,0
MSG,6,,,406E0B,,,,,,,,,,,,,5277,0,0,0,0
MSG,8,,,4CA73F,,,,,,,,,,,,,,,,,
